venta_id,fecha,local_id,producto_id,unidades_vendidas,precio_unitario_aplicado,importe_total
45547,2024-10-21,3,34,2,22.0,44.0
101153,2025-11-05,5,31,2,5.9,11.8
25596,2024-10-31,2,34,4,22.0,88.0
71735,2025-04-19,4,13,4,12.5,50.0
19836,2026-04-20,1,23,2,15.9,31.8
72406,2025-05-10,4,24,4,19.9,79.6
3032,2024-11-09,1,4,1,15.9,15.9
12214,2025-08-28,1,15,4,11.5,46.0
118142,2026-01-17,6,25,2,18.9,37.8
88053,2024-09-22,5,1,3,7.5,22.5
24106,2024-09-10,2,23,1,15.9,15.9
102998,2026-01-09,5,22,1,23.9,23.9
100639,2025-10-19,5,37,4,1.8,7.2
99853,2025-09-26,5,10,2,13.5,27.0
26902,2024-12-15,2,18,1,12.2,12.2
28097,2025-02-13,2,27,1,5.52,5.52
109984,2025-04-08,6,10,1,13.5,13.5
95144,2025-05-21,5,11,1,14.9,14.9
104018,2026-02-19,5,10,1,13.5,13.5
5380,2025-01-21,1,2,1,11.9,11.9
30918,2025-05-25,2,7,3,12.9,38.7
73227,2025-06-05,4,2,1,11.9,11.9
88391,2024-10-01,5,37,1,1.8,1.8
73604,2025-06-15,4,23,2,15.9,31.8
42469,2026-07-11,2,16,3,12.9,38.7
94426,2025-04-30,5,15,3,11.5,34.5
95806,2025-06-08,5,32,9,3.5,31.5
88431,2024-10-03,5,10,2,13.5,27.0
49843,2025-03-27,3,29,1,6.9,6.9
56147,2025-10-16,3,12,2,13.9,27.8
23381,2024-08-11,2,25,1,18.9,18.9
45559,2024-10-22,3,15,3,11.5,34.5
112239,2025-06-30,6,26,1,16.5,16.5
1148,2024-09-11,1,22,3,23.9,71.7
16588,2026-01-08,1,31,2,5.9,11.8
30507,2025-05-10,2,31,1,5.9,5.9
14086,2025-10-24,1,36,2,3.2,6.4
75188,2025-07-29,4,8,2,15.9,31.8
121692,2026-05-25,6,30,1,6.5,6.5
114359,2025-09-05,6,9,1,13.9,13.9
27569,2025-01-08,2,14,2,9.9,19.8
53421,2025-07-22,3,4,3,15.9,47.7
37242,2026-01-08,2,18,2,12.2,24.4
2247,2024-10-16,1,1,1,7.5,7.5
92808,2025-03-08,5,18,4,12.2,48.8
121761,2026-05-28,6,11,3,14.9,44.7
76812,2025-09-12,4,10,2,13.5,27.0
57583,2025-12-05,3,16,3,12.9,38.7
115071,2025-09-28,6,12,4,13.9,55.6
18272,2026-03-03,1,21,4,21.9,87.6
60395,2026-03-18,3,24,1,19.9,19.9
28867,2025-03-14,2,33,2,4.9,9.8
40898,2026-05-17,2,3,2,13.5,27.0
42708,2026-07-19,2,35,5,3.9,19.5
96074,2025-06-16,5,9,4,13.9,55.6
104206,2026-02-26,5,17,1,12.5,12.5
8900,2025-05-11,1,22,1,23.9,23.9
81667,2026-03-18,4,33,1,4.9,4.9
98014,2025-08-07,5,5,4,10.9,43.6
5521,2025-01-25,1,31,1,5.9,5.9
119526,2026-03-12,6,33,4,4.9,19.6
85815,2026-07-23,4,8,4,15.9,63.6
44221,2024-09-06,3,31,1,5.9,5.9
101509,2025-11-18,5,34,1,22.0,22.0
11399,2025-07-29,1,18,2,12.2,24.4
34756,2025-10-14,2,36,3,3.2,9.6
27561,2025-01-08,2,3,1,13.5,13.5
94775,2025-05-10,5,16,4,12.9,51.6
94970,2025-05-16,5,5,2,10.9,21.8
102875,2026-01-04,5,35,3,3.9,11.7
15141,2025-11-26,1,29,2,6.9,13.8
77956,2025-10-18,4,8,4,15.9,63.6
41224,2026-05-28,2,14,5,9.9,49.5
67567,2024-10-28,4,31,1,5.9,5.9
37244,2026-01-08,2,20,2,16.9,33.8
56408,2025-10-24,3,26,2,16.5,33.0
41924,2026-06-21,2,32,3,3.5,10.5
117559,2025-12-25,6,23,3,15.9,47.7
32061,2025-07-04,2,26,2,16.5,33.0
101228,2025-11-08,5,13,2,12.5,25.0
52874,2025-07-04,3,37,4,1.8,7.2
50949,2025-05-04,3,24,3,19.9,59.7
82282,2026-04-10,4,19,3,15.9,47.7
30289,2025-05-03,2,14,3,9.9,29.7
112947,2025-07-22,6,38,2,3.5,7.0
5791,2025-02-03,1,18,4,12.2,48.8
45237,2024-10-11,3,21,3,21.9,65.7
40621,2026-05-07,2,33,4,4.9,19.6
24826,2024-10-05,2,31,3,5.9,17.7
23151,2024-08-01,2,23,1,15.9,15.9
120134,2026-04-03,6,35,3,3.9,11.7
3544,2024-11-25,1,2,3,11.9,35.7
36121,2025-12-01,2,1,1,7.5,7.5
43906,2024-08-27,3,35,1,3.9,3.9
81693,2026-03-19,4,37,1,1.8,1.8
44158,2024-09-04,3,33,2,4.9,9.8
101866,2025-12-01,5,28,2,6.2,12.4
116229,2025-11-06,6,21,1,21.9,21.9
36067,2025-11-29,2,15,7,11.5,80.5
67876,2024-11-10,4,20,2,16.9,33.8
32639,2025-07-26,2,19,1,15.9,15.9
24171,2024-09-12,2,35,5,3.9,19.5
119655,2026-03-18,6,4,2,15.9,31.8
98155,2025-08-10,5,36,3,3.2,9.6
63100,2026-06-14,3,18,1,12.2,12.2
52778,2025-07-02,3,4,3,15.9,47.7
69780,2025-02-01,4,37,3,1.8,5.4
42374,2026-07-07,2,35,1,3.9,3.9
82757,2026-04-25,4,20,2,16.9,33.8
77523,2025-10-03,4,22,1,23.9,23.9
8611,2025-05-02,1,21,1,21.9,21.9
8610,2025-05-02,1,20,1,16.9,16.9
42050,2026-06-26,2,15,2,11.5,23.0
96458,2025-06-26,5,21,4,21.9,87.6
28333,2025-02-22,2,9,1,13.9,13.9
117713,2025-12-31,6,8,1,15.9,15.9
86503,2024-08-10,5,33,5,4.9,24.5
79975,2026-01-05,4,10,1,13.5,13.5
103823,2026-02-11,5,7,1,12.9,12.9
5101,2025-01-11,1,28,1,6.2,6.2
46573,2024-11-28,3,19,1,15.9,15.9
115211,2025-10-03,6,6,1,12.5,12.5
121829,2026-05-30,6,14,6,9.9,59.4
92871,2025-03-10,5,18,2,12.2,24.4
67426,2024-10-23,4,32,3,3.5,10.5
54828,2025-09-03,3,5,1,10.9,10.9
82950,2026-05-01,4,24,1,19.9,19.9
40538,2026-05-05,2,1,3,7.5,22.5
80548,2026-01-31,4,2,1,11.9,11.9
102063,2025-12-08,5,19,3,15.9,47.7
70072,2025-02-14,4,18,2,12.2,24.4
52276,2025-06-16,3,8,3,15.9,47.7
1532,2024-09-23,1,26,2,16.5,33.0
35051,2025-10-24,2,23,1,15.9,15.9
73177,2025-06-03,4,23,3,15.9,47.7
64504,2026-07-27,3,35,3,3.9,11.7
738,2024-08-28,1,33,3,4.9,14.7
91257,2025-01-08,5,12,1,13.9,13.9
77684,2025-10-09,4,12,2,13.9,27.8
27635,2025-01-10,2,36,1,3.2,3.2
85701,2026-07-20,4,4,2,15.9,31.8
58724,2026-01-14,3,36,5,3.2,16.0
108113,2026-06-24,5,31,5,5.9,29.5
37406,2026-01-13,2,36,3,3.2,9.6
14769,2025-11-15,1,12,6,13.9,83.4
20517,2026-05-11,1,19,2,15.9,31.8
82532,2026-04-18,4,15,4,11.5,46.0
63964,2026-07-11,3,8,3,15.9,47.7
39325,2026-03-23,2,29,2,6.9,13.8
122165,2026-06-09,6,33,1,4.9,4.9
109297,2026-07-26,5,21,3,21.9,65.7
47690,2025-01-07,3,10,2,13.5,27.0
67825,2024-11-08,4,28,1,6.2,6.2
62619,2026-05-30,3,9,2,13.9,27.8
2545,2024-10-25,1,11,4,14.9,59.6
58015,2025-12-19,3,20,2,16.9,33.8
109512,2025-03-15,6,22,2,,40.62
74314,2025-07-05,4,17,4,12.5,50.0
89414,2024-11-03,5,32,7,3.5,24.5
58641,2026-01-11,3,12,1,13.9,13.9
4208,2024-12-15,1,10,5,13.5,67.5
39335,2026-03-24,2,3,1,13.5,13.5
75749,2025-08-13,4,21,2,21.9,43.8
35559,2025-11-11,2,6,1,12.5,12.5
2366,2024-10-19,1,21,3,21.9,65.7
5610,2025-01-28,1,21,1,21.9,21.9
89756,2024-11-16,5,35,4,3.9,15.6
44547,2024-09-18,3,2,3,11.9,35.7
2933,2024-11-06,1,5,2,10.9,21.8
99587,2025-09-18,5,33,8,4.9,39.2
59266,2026-02-03,3,38,4,3.5,14.0
105046,2026-03-27,5,34,1,22.0,22.0
110189,2025-04-17,6,11,2,14.9,29.8
103388,2026-01-25,5,1,2,7.5,15.0
60377,2026-03-17,3,38,1,3.5,3.5
13532,2025-10-08,1,7,5,12.9,64.5
64022,2026-07-12,3,35,4,3.9,15.6
69860,2025-02-05,4,16,2,12.9,25.8
80992,2026-02-18,4,38,2,3.5,7.0
44634,2024-09-20,3,37,3,1.8,5.4
60697,2026-03-29,3,4,1,15.9,15.9
99761,2025-09-23,5,29,5,6.9,34.5
11065,2025-07-18,1,30,1,6.5,6.5
70164,2025-02-18,4,23,2,15.9,31.8
29615,2025-04-10,2,33,2,4.9,9.8
81058,2026-02-21,4,32,3,3.5,10.5
78810,2025-11-20,4,25,1,18.9,18.9
55596,2025-09-27,3,37,10,1.8,18.0
101747,2025-11-27,5,19,2,15.9,31.8
38404,2026-02-20,2,11,4,14.9,59.6
111258,2025-05-28,6,15,4,11.5,46.0
72227,2025-05-04,4,35,6,3.9,23.4
110951,2025-05-17,6,8,1,15.9,15.9
64958,2024-08-09,4,28,3,4.34,13.02
109762,2025-03-28,6,19,1,13.52,13.52
95346,2025-05-27,5,3,2,13.5,27.0
48251,2025-01-27,3,33,2,4.9,9.8
70912,2025-03-20,4,22,1,23.9,23.9
99116,2025-09-05,5,29,3,6.9,20.7
58018,2025-12-19,3,23,2,15.9,31.8
108309,2026-06-30,5,9,2,13.9,27.8
103430,2026-01-26,5,26,1,16.5,16.5
20879,2026-05-22,1,33,6,4.9,29.4
71230,2025-04-02,4,7,2,12.9,25.8
42932,2026-07-28,2,6,1,12.5,12.5
30532,2025-05-11,2,23,2,15.9,31.8
66497,2024-09-22,4,8,1,15.9,15.9
39346,2026-03-24,2,18,1,12.2,12.2
13427,2025-10-05,1,1,1,7.5,7.5
36974,2025-12-29,2,9,1,13.9,13.9
75367,2025-08-03,4,10,11,13.5,148.5
56889,2025-11-10,3,7,1,12.9,12.9
42142,2026-06-29,2,22,3,23.9,71.7
9522,2025-05-30,1,30,1,6.5,6.5
56679,2025-11-02,3,10,1,13.5,13.5
47679,2025-01-06,3,24,1,19.9,19.9
116639,2025-11-22,6,7,2,12.9,25.8
103631,2026-02-03,5,28,2,6.2,12.4
88661,2024-10-10,5,19,3,15.9,47.7
59379,2026-02-08,3,11,1,14.9,14.9
13738,2025-10-14,1,11,1,14.9,14.9
3216,2024-11-14,1,38,2,3.5,7.0
75269,2025-07-31,4,18,5,12.2,61.0
74321,2025-07-05,4,24,2,19.9,39.8
25547,2024-10-30,2,9,1,13.9,13.9
100841,2025-10-26,5,17,3,12.5,37.5
102898,2026-01-05,5,30,1,6.5,6.5
64768,2024-08-04,4,22,6,23.9,143.4
62506,2026-05-26,3,33,2,4.9,9.8
122890,2026-07-02,6,12,3,13.9,41.7
46664,2024-12-01,3,34,1,22.0,22.0
44549,2024-09-18,3,5,1,10.9,10.9
114063,2025-08-26,6,27,1,6.5,6.5
97817,2025-08-01,5,36,6,3.2,19.2
13268,2025-09-29,1,34,2,22.0,44.0
19616,2026-04-13,1,38,1,3.5,3.5
99931,2025-09-28,5,14,3,9.9,29.7
43794,2024-08-24,3,14,1,9.9,9.9
9386,2025-05-26,1,22,2,23.9,47.8
24831,2024-10-05,2,36,3,3.2,9.6
92873,2025-03-10,5,20,1,16.9,16.9
87997,2024-09-20,5,17,4,12.5,50.0
35420,2025-11-06,2,15,4,11.5,46.0
104486,2026-03-08,5,12,2,13.9,27.8
65036,2024-08-11,4,33,5,4.9,24.5
112405,2025-07-05,6,34,8,22.0,176.0
24610,2024-09-28,2,10,2,13.5,27.0
17553,2026-02-08,1,32,6,3.5,21.0
59273,2026-02-04,3,10,3,13.5,40.5
46086,2024-11-09,3,33,2,4.9,9.8
317,2024-08-12,1,33,1,4.9,4.9
77851,2025-10-14,4,20,1,16.9,16.9
66792,2024-10-01,4,8,2,15.9,31.8
99378,2025-09-12,5,37,4,1.8,7.2
85361,2026-07-10,4,32,6,3.5,21.0
76813,2025-09-12,4,11,3,14.9,44.7
120664,2026-04-21,6,24,2,19.9,39.8
121860,2026-05-31,6,15,5,11.5,57.5
17283,2026-01-30,1,33,5,4.9,24.5
120542,2026-04-17,6,23,4,15.9,63.6
53360,2025-07-20,3,6,1,12.5,12.5
101223,2025-11-08,5,8,1,15.9,15.9
74820,2025-07-19,4,5,4,10.9,43.6
116658,2025-11-22,6,36,3,3.2,9.6
9116,2025-05-18,1,17,5,12.5,62.5
110971,2025-05-17,6,31,1,5.9,5.9
21755,2026-06-18,1,32,3,3.5,10.5
49491,2025-03-15,3,25,2,18.9,37.8
14861,2025-11-18,1,7,1,12.9,12.9
72658,2025-05-18,4,20,2,16.9,33.8
44741,2024-09-24,3,13,2,12.5,25.0
1296,2024-09-16,1,1,1,7.5,7.5
17981,2026-02-22,1,22,1,23.9,23.9
23107,2026-07-30,1,34,6,22.0,132.0
112534,2025-07-09,6,36,2,3.2,6.4
38450,2026-02-21,2,37,5,1.8,9.0
95607,2025-06-03,5,18,2,12.2,24.4
9136,2025-05-18,1,38,5,3.5,17.5
5129,2025-01-12,1,22,1,23.9,23.9
53945,2025-08-07,3,12,2,13.9,27.8
111408,2025-06-02,6,32,6,3.5,21.0
107760,2026-06-15,5,8,2,15.9,31.8
51788,2025-06-01,3,15,4,11.5,46.0
30508,2025-05-10,2,32,4,3.5,14.0
14233,2025-10-29,1,8,3,15.9,47.7
36199,2025-12-03,2,36,2,3.2,6.4
89650,2024-11-12,5,38,3,3.5,10.5
99591,2025-09-18,5,37,8,1.8,14.4
42709,2026-07-19,2,36,2,3.2,6.4
93058,2025-03-17,5,14,3,9.9,29.7
34890,2025-10-19,2,8,7,15.9,111.3
30738,2025-05-18,2,29,3,6.9,20.7
31692,2025-06-21,2,20,1,16.9,16.9
3174,2024-11-13,1,22,1,23.9,23.9
22023,2026-06-26,1,36,6,3.2,19.2
105107,2026-03-29,5,28,2,6.2,12.4
72955,2025-05-27,4,32,7,3.5,24.5
118934,2026-02-18,6,7,1,12.9,12.9
53767,2025-08-01,3,31,2,5.9,11.8
85992,2026-07-28,4,1,4,7.5,30.0
51808,2025-06-01,3,36,6,3.2,19.2
87700,2024-09-12,5,11,1,14.9,14.9
69352,2025-01-11,4,27,1,6.5,6.5
54176,2025-08-14,3,12,2,13.9,27.8
84796,2026-06-25,4,1,2,7.5,15.0
22202,2026-07-02,1,15,4,11.5,46.0
1474,2024-09-21,1,32,4,3.5,14.0
96404,2025-06-25,5,4,4,15.9,63.6
90183,2024-12-02,5,37,1,1.8,1.8
112878,2025-07-20,6,26,1,16.5,16.5
44820,2024-09-26,3,38,1,3.5,3.5
57688,2025-12-08,3,30,3,6.5,19.5
62373,2026-05-22,3,13,2,12.5,25.0
98731,2025-08-26,5,9,6,13.9,83.4
54167,2025-08-14,3,1,1,7.5,7.5
97376,2025-07-21,5,6,6,12.5,75.0
86959,2024-08-23,5,3,7,13.5,94.5
26885,2024-12-14,2,38,2,3.5,7.0
2556,2024-10-25,1,22,2,23.9,47.8
84982,2026-06-30,4,18,4,12.2,48.8
43046,2024-08-01,3,5,1,10.9,10.9
11035,2025-07-17,1,32,2,3.5,7.0
3057,2024-11-09,1,31,2,5.9,11.8
50672,2025-04-25,3,5,4,10.9,43.6
88926,2024-10-18,5,30,2,6.5,13.0
25627,2024-11-01,2,34,4,22.0,88.0
57036,2025-11-15,3,19,3,15.9,47.7
31583,2025-06-17,2,23,1,15.9,15.9
67348,2024-10-21,4,4,1,15.9,15.9
57092,2025-11-17,3,12,2,13.9,27.8
29452,2025-04-04,2,20,2,16.9,33.8
19672,2026-04-15,1,24,1,19.9,19.9
29469,2025-04-05,2,3,1,13.5,13.5
36866,2025-12-25,2,32,3,3.08,9.24
47910,2025-01-15,3,10,1,13.5,13.5
114697,2025-09-16,6,13,1,12.5,12.5
21424,2026-06-08,1,21,3,21.9,65.7
118233,2026-01-21,6,17,2,12.5,25.0
106373,2026-05-07,5,5,4,10.9,43.6
54564,2025-08-25,3,33,1,4.9,4.9
57438,2025-11-30,3,7,1,12.9,12.9
59166,2026-01-31,3,8,3,15.9,47.7
118133,2026-01-17,6,16,1,12.9,12.9
72396,2025-05-10,4,14,4,9.9,39.6
76289,2025-08-28,4,8,3,15.9,47.7
36048,2025-11-28,2,32,2,3.5,7.0
102046,2025-12-07,5,34,3,22.0,66.0
95599,2025-06-03,5,10,4,13.5,54.0
102331,2025-12-17,5,10,2,13.5,27.0
16038,2025-12-23,1,8,1,15.9,15.9
24070,2024-09-09,2,15,2,11.5,23.0
656,2024-08-25,1,23,3,15.9,47.7
111407,2025-06-02,6,30,1,6.5,6.5
76430,2025-09-01,4,4,1,15.9,15.9
38742,2026-03-04,2,14,3,9.9,29.7
10414,2025-06-27,1,38,6,3.5,21.0
87464,2024-09-05,5,27,1,6.5,6.5
15157,2025-11-27,1,11,3,14.9,44.7
80790,2026-02-10,4,5,1,10.9,10.9
94161,2025-04-21,5,37,3,1.8,5.4
113368,2025-08-05,6,4,6,15.9,95.4
83375,2026-05-14,4,23,1,15.9,15.9
50302,2025-04-12,3,29,1,6.9,6.9
27927,2025-02-07,2,17,4,10.62,42.48
23340,2024-08-10,2,2,2,11.9,23.8
49227,2025-03-06,3,16,4,12.9,51.6
70038,2025-02-13,4,5,1,10.9,10.9
39079,2026-03-15,2,13,3,12.5,37.5
120403,2026-04-12,6,33,1,4.9,4.9
56687,2025-11-02,3,20,2,16.9,33.8
65039,2024-08-11,4,36,8,3.2,25.6
115059,2025-09-27,6,36,8,3.2,25.6
15956,2025-12-20,1,29,3,6.9,20.7
20700,2026-05-17,1,9,4,13.9,55.6
29940,2025-04-21,2,26,2,14.85,29.7
35601,2025-11-12,2,37,2,1.8,3.6
93031,2025-03-16,5,11,2,14.9,29.8
37517,2026-01-17,2,24,4,19.9,79.6
31601,2025-06-18,2,12,2,13.9,27.8
16295,2025-12-30,1,27,2,6.5,13.0
105931,2026-04-24,5,10,4,13.5,54.0
56209,2025-10-18,3,10,2,13.5,27.0
13646,2025-10-11,1,18,5,12.2,61.0
100266,2025-10-08,5,20,3,16.9,50.7
117415,2025-12-20,6,23,2,15.9,31.8
74180,2025-07-01,4,29,2,6.9,13.8
37176,2026-01-05,2,33,2,4.9,9.8
6780,2025-03-06,1,29,1,6.9,6.9
50369,2025-04-14,3,31,1,5.9,5.9
32187,2025-07-09,2,11,1,14.9,14.9
37190,2026-01-06,2,16,4,12.9,51.6
20307,2026-05-05,1,2,2,11.9,23.8
88012,2024-09-20,5,35,8,3.9,31.2
97029,2025-07-11,5,31,4,5.9,23.6
92043,2025-02-08,5,14,3,9.9,29.7
72365,2025-05-09,4,20,1,16.9,16.9
1111,2024-09-10,1,14,3,9.9,29.7
68727,2024-12-16,4,8,6,15.9,95.4
29590,2025-04-10,2,2,1,11.9,11.9
60496,2026-03-22,3,7,2,12.9,25.8
23148,2024-08-01,2,16,1,12.9,12.9
71404,2025-04-07,4,36,3,3.2,9.6
64966,2024-08-09,4,36,7,3.2,22.4
64388,2026-07-24,3,18,4,12.2,48.8
116742,2025-11-26,6,2,3,11.9,35.7
65733,2024-08-30,4,34,8,22.0,176.0
77832,2025-10-13,4,37,1,1.8,1.8
51095,2025-05-09,3,16,3,12.9,38.7
113471,2025-08-08,6,6,1,12.5,12.5
47032,2024-12-14,3,34,4,22.0,88.0
81190,2026-02-28,4,8,1,15.9,15.9
12347,2025-09-01,1,33,1,4.9,4.9
78925,2025-11-25,4,36,3,3.2,9.6
36561,2025-12-15,2,33,1,4.31,4.31
59189,2026-01-31,3,33,2,4.9,9.8
121277,2026-05-11,6,30,2,6.5,13.0
37812,2026-01-29,2,10,4,13.5,54.0
108512,2026-07-05,5,25,1,18.9,18.9
47114,2024-12-18,3,12,1,13.9,13.9
118017,2026-01-12,6,6,2,12.5,25.0
38017,2026-02-06,2,13,3,12.5,37.5
35335,2025-11-03,2,8,1,15.9,15.9
64564,2026-07-29,3,33,4,4.9,19.6
1897,2024-10-05,1,8,7,15.9,111.3
111893,2025-06-19,6,2,1,11.9,11.9
55166,2025-09-13,3,38,2,3.5,7.0
116160,2025-11-03,6,21,1,21.9,21.9
28468,2025-02-27,2,37,4,1.8,7.2
88493,2024-10-05,5,7,4,12.9,51.6
72516,2025-05-14,4,11,5,14.9,74.5
45323,2024-10-14,3,15,1,11.5,11.5
46835,2024-12-08,3,8,3,15.9,47.7
44709,2024-09-23,3,4,1,15.9,15.9
103072,2026-01-12,5,9,1,13.9,13.9
95156,2025-05-21,5,25,1,18.9,18.9
117296,2025-12-16,6,18,1,12.2,12.2
54837,2025-09-03,3,19,1,15.9,15.9
31209,2025-06-04,2,15,1,11.5,11.5
44437,2024-09-14,3,2,1,11.9,11.9
3586,2024-11-26,1,14,5,9.9,49.5
108966,2026-07-17,5,28,3,6.2,18.6
18583,2026-03-13,1,22,2,23.9,47.8
54016,2025-08-09,3,16,4,12.9,51.6
83661,2026-05-23,4,17,7,12.5,87.5
4670,2024-12-28,1,36,9,3.2,28.8
46378,2024-11-21,3,6,1,12.5,12.5
76832,2025-09-12,4,31,1,5.9,5.9
100674,2025-10-21,5,14,4,9.9,39.6
61504,2026-04-25,3,4,1,15.9,15.9
31573,2025-06-17,2,9,2,13.9,27.8
113571,2025-08-11,6,2,1,11.9,11.9
63983,2026-07-11,3,30,3,6.5,19.5
68107,2024-11-21,4,9,2,13.9,27.8
73455,2025-06-11,4,11,5,14.9,74.5
60375,2026-03-17,3,35,2,3.9,7.8
72969,2025-05-28,4,12,1,13.9,13.9
58369,2025-12-31,3,18,1,12.2,12.2
44761,2024-09-25,3,2,1,11.9,11.9
89816,2024-11-18,5,38,1,3.5,3.5
56440,2025-10-25,3,23,2,15.9,31.8
95476,2025-05-30,5,33,6,4.9,29.4
11516,2025-08-02,1,9,3,13.9,41.7
43696,2024-08-21,3,19,5,15.9,79.5
114982,2025-09-25,6,20,1,16.9,16.9
4461,2024-12-22,1,34,5,22.0,110.0
38836,2026-03-07,2,21,1,21.9,21.9
45960,2024-11-04,3,37,1,1.8,1.8
82435,2026-04-15,4,13,3,12.5,37.5
61831,2026-05-05,3,23,1,15.9,15.9
91291,2025-01-09,5,31,1,5.9,5.9
108657,2026-07-09,5,19,10,15.9,159.0
32310,2025-07-14,2,1,1,7.5,7.5
9517,2025-05-30,1,24,1,19.9,19.9
14232,2025-10-29,1,7,2,12.9,25.8
32892,2025-08-05,2,22,1,23.9,23.9
22400,2026-07-08,1,20,2,16.9,33.8
12973,2025-09-20,1,29,2,6.9,13.8
36247,2025-12-05,2,18,5,12.2,61.0
9897,2025-06-12,1,3,1,13.5,13.5
53679,2025-07-30,3,9,1,13.9,13.9
106052,2026-04-27,5,28,2,6.2,12.4
39582,2026-04-01,2,24,2,19.9,39.8
120200,2026-04-05,6,37,1,1.8,1.8
74465,2025-07-09,4,19,8,15.9,127.2
3520,2024-11-24,1,14,4,9.9,39.6
87064,2024-08-25,5,33,11,4.9,53.9
83073,2026-05-05,4,12,1,13.9,13.9
50345,2025-04-14,3,1,3,7.5,22.5
115020,2025-09-26,6,33,3,4.9,14.7
38543,2026-02-25,2,9,2,13.9,27.8
32664,2025-07-27,2,14,2,9.9,19.8
25952,2024-11-13,2,5,1,10.9,10.9
62400,2026-05-23,3,5,3,10.9,32.7
120146,2026-04-04,6,12,5,13.9,69.5
15226,2025-11-29,1,11,5,14.9,74.5
66814,2024-10-01,4,37,2,1.8,3.6
19857,2026-04-21,1,12,3,13.9,41.7
63279,2026-06-20,3,2,1,11.9,11.9
96163,2025-06-18,5,24,2,19.9,39.8
87311,2024-09-01,5,17,9,12.5,112.5
92500,2025-02-25,5,28,1,6.2,6.2
101792,2025-11-28,5,38,1,3.5,3.5
54643,2025-08-28,3,12,2,13.9,27.8
113417,2025-08-06,6,21,1,21.9,21.9
44895,2024-09-29,3,13,5,12.5,62.5
82492,2026-04-17,4,7,3,12.9,38.7
3917,2024-12-06,1,13,3,12.5,37.5
63670,2026-07-02,3,11,1,14.9,14.9
852,2024-09-01,1,30,2,6.5,13.0
94081,2025-04-19,5,26,2,14.85,29.7
109275,2026-07-25,5,36,6,3.2,19.2
44565,2024-09-18,3,31,2,5.9,11.8
22754,2026-07-19,1,20,3,16.9,50.7
59572,2026-02-15,3,23,1,15.9,15.9
39833,2026-04-10,2,9,2,13.9,27.8
9231,2025-05-22,1,3,1,13.5,13.5
105153,2026-03-31,5,19,2,15.9,31.8
3840,2024-12-04,1,5,1,10.9,10.9
71132,2025-03-29,4,12,1,13.9,13.9
827,2024-09-01,1,3,1,13.5,13.5
39662,2026-04-04,2,19,1,15.9,15.9
101430,2025-11-15,5,31,2,5.9,11.8
53980,2025-08-08,3,14,3,9.9,29.7
19763,2026-04-18,1,15,3,11.5,34.5
60617,2026-03-26,3,20,2,16.9,33.8
29401,2025-04-02,2,36,2,3.2,6.4
60454,2026-03-20,3,32,3,3.5,10.5
96050,2025-06-15,5,23,3,15.9,47.7
10077,2025-06-17,1,15,1,11.5,11.5
63453,2026-06-25,3,18,5,12.2,61.0
75100,2025-07-26,4,32,5,3.5,17.5
20338,2026-05-05,1,37,2,1.8,3.6
61416,2026-04-22,3,12,2,13.9,27.8
106831,2026-05-20,5,8,3,15.9,47.7
65196,2024-08-16,4,12,9,13.9,125.1
43263,2024-08-07,3,32,1,3.5,3.5
70961,2025-03-22,4,13,2,12.5,25.0
37416,2026-01-14,2,11,1,14.9,14.9
6349,2025-02-21,1,8,1,15.9,15.9
95848,2025-06-10,5,4,2,15.9,64.06
19746,2026-04-17,1,33,4,4.9,19.6
54792,2025-09-01,3,32,6,3.5,21.0
19678,2026-04-15,1,33,3,4.9,14.7
678,2024-08-26,1,11,1,14.9,14.9
15713,2025-12-13,1,21,2,21.9,43.8
34179,2025-09-24,2,38,5,3.5,17.5
1675,2024-09-28,1,2,3,11.9,35.7
113811,2025-08-18,6,17,1,12.5,12.5
9515,2025-05-30,1,22,2,23.9,47.8
118698,2026-02-08,6,11,1,14.9,14.9
81369,2026-03-07,4,2,1,11.9,11.9
14651,2025-11-11,1,33,4,4.9,19.6
103232,2026-01-18,5,23,2,15.9,31.8
117262,2025-12-15,6,9,1,13.9,13.9
35025,2025-10-23,2,30,1,6.5,6.5
35994,2025-11-26,2,30,2,6.5,13.0
102078,2025-12-09,5,7,1,12.9,12.9
70866,2025-03-18,4,19,1,15.9,15.9
24721,2024-10-02,2,17,2,12.5,25.0
97543,2025-07-25,5,24,1,19.9,19.9
92951,2025-03-13,5,25,2,18.9,37.8
41889,2026-06-20,2,26,1,16.5,16.5
18331,2026-03-05,1,19,2,15.9,31.8
102626,2025-12-27,5,7,1,12.9,12.9
47610,2025-01-03,3,36,2,3.2,6.4
13287,2025-09-30,1,22,1,23.9,23.9
24594,2024-09-27,2,23,1,15.9,15.9
68611,2024-12-12,4,3,1,13.5,13.5
80814,2026-02-11,4,14,1,9.9,9.9
1405,2024-09-19,1,34,5,22.0,110.0
29093,2025-03-23,2,2,2,11.9,23.8
63738,2026-07-04,3,7,6,12.9,77.4
68240,2024-11-27,4,1,1,7.5,7.5
14010,2025-10-22,1,20,2,16.9,33.8
38553,2026-02-25,2,21,1,21.9,21.9
74648,2025-07-14,4,17,3,12.5,37.5
45908,2024-11-03,3,2,3,11.9,35.7
56731,2025-11-04,3,15,2,11.5,23.0
66207,2024-09-13,4,18,3,12.2,36.6
75121,2025-07-27,4,15,9,11.5,103.5
96899,2025-07-08,5,13,7,12.5,87.5
